"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
629624,"9","obstacle","2025-06-10T12:15:00.467708Z",1050722,"/data/upload/272/cad1da66-crop_2777_color0_0_0_w48_h48.png",4.572,"2025-06-10T12:15:00.467724Z"
629625,"9","leaf","2025-06-10T12:15:02.181454Z",1050723,"/data/upload/272/3bf187a0-crop_0409_color0_0_0_w34_h54.png",1.447,"2025-06-10T12:15:02.181474Z"
629626,"9","not_sure","2025-06-10T12:15:03.564793Z",1050724,"/data/upload/272/454b237b-crop_2036_color100_100_100_w35_h19.png",1.122,"2025-06-10T12:15:03.564825Z"
629627,"9","not_sure","2025-06-10T12:15:05.981661Z",1050725,"/data/upload/272/f7e4e4e2-crop_1135_color100_100_100_w47_h40.png",2.218,"2025-06-10T12:15:05.981676Z"
629628,"9","not_sure","2025-06-10T12:15:07.234305Z",1050726,"/data/upload/272/bb88c48e-crop_3073_color0_0_0_w22_h33.png",1.001,"2025-06-10T12:15:07.234325Z"
629629,"9","not_sure","2025-06-10T12:15:08.383785Z",1050727,"/data/upload/272/1ec924b6-crop_1945_color100_100_100_w32_h27.png",0.928,"2025-06-10T12:15:08.383805Z"
629630,"9","not_sure","2025-06-10T12:15:09.590579Z",1050728,"/data/upload/272/011b677c-crop_2827_color100_100_100_w53_h23.png",1.013,"2025-06-10T12:15:09.590593Z"
629631,"9","not_sure","2025-06-10T12:15:10.735049Z",1050729,"/data/upload/272/ae7d6931-crop_3441_color100_100_100_w64_h31.png",0.899,"2025-06-10T12:15:10.735064Z"
629632,"9","soil","2025-06-10T12:15:19.264045Z",1050730,"/data/upload/272/13a9c1fd-crop_0850_color100_100_100_w38_h37.png",8.225,"2025-06-10T12:15:19.264060Z"
629633,"9","not_sure","2025-06-10T12:17:29.136032Z",1050731,"/data/upload/272/e3cabe27-crop_0994_color100_100_100_w79_h34.png",129.584,"2025-06-10T12:17:29.136045Z"
629634,"9","leaf","2025-06-10T12:17:30.806117Z",1050732,"/data/upload/272/eed44f6c-crop_0217_color0_0_0_w81_h37.png",1.411,"2025-06-10T12:17:30.806132Z"
629635,"9","not_sure","2025-06-10T12:17:32.012719Z",1050733,"/data/upload/272/2902bb3d-crop_3499_color0_0_0_w37_h26.png",1.06,"2025-06-10T12:17:32.012739Z"
629636,"9","obstacle","2025-06-10T12:17:36.385108Z",1050734,"/data/upload/272/200df798-crop_0170_color0_0_0_w157_h36.png",4.224,"2025-06-10T12:17:36.385123Z"
629637,"9","soil","2025-06-10T12:17:38.130586Z",1050735,"/data/upload/272/c7416052-crop_0516_color100_100_100_w148_h75.png",1.577,"2025-06-10T12:17:38.130606Z"
629638,"9","obstacle","2025-06-10T12:17:40.233340Z",1050736,"/data/upload/272/82dec3c8-crop_3411_color0_0_0_w93_h85.png",1.853,"2025-06-10T12:17:40.233359Z"
629639,"9","obstacle","2025-06-10T12:17:41.453525Z",1050737,"/data/upload/272/5a226891-crop_0570_color0_0_0_w42_h39.png",0.904,"2025-06-10T12:17:41.453546Z"
629640,"9","not_sure","2025-06-10T12:17:42.827080Z",1050738,"/data/upload/272/1e1f2479-crop_2791_color100_100_100_w47_h29.png",1.149,"2025-06-10T12:17:42.827107Z"
629641,"9","not_sure","2025-06-10T12:17:44.002392Z",1050739,"/data/upload/272/5cb3cc0a-crop_1234_color0_0_0_w23_h37.png",0.894,"2025-06-10T12:17:44.002407Z"
629642,"9","not_sure","2025-06-10T12:17:45.416250Z",1050740,"/data/upload/272/61b32dc5-crop_0210_color0_0_0_w62_h32.png",1.18,"2025-06-10T12:17:45.416265Z"
629643,"9","not_sure","2025-06-10T12:17:47.187841Z",1050741,"/data/upload/272/2335cfa2-crop_2349_color0_0_0_w40_h23.png",1.488,"2025-06-10T12:17:47.187863Z"
629644,"9","leaf","2025-06-10T12:17:53.180404Z",1050742,"/data/upload/272/8f948734-crop_2521_color0_0_0_w160_h38.png",5.559,"2025-06-10T12:17:53.180427Z"
629645,"9","soil","2025-06-10T12:17:54.904212Z",1050743,"/data/upload/272/d8868312-crop_2840_color100_100_100_w126_h36.png",1.574,"2025-06-10T12:17:54.904228Z"
629646,"9","not_sure","2025-06-10T12:17:56.181332Z",1050744,"/data/upload/272/63fbfcb9-crop_1007_color100_100_100_w78_h15.png",1.126,"2025-06-10T12:17:56.181359Z"
629647,"9","not_sure","2025-06-10T12:18:01.548562Z",1050745,"/data/upload/272/4abf0e68-crop_0726_color0_0_0_w75_h23.png",5.219,"2025-06-10T12:18:01.548594Z"
629648,"9","grass","2025-06-10T12:18:03.513871Z",1050746,"/data/upload/272/409dca90-crop_2119_color0_0_0_w74_h16.png",1.658,"2025-06-10T12:18:03.513894Z"
629649,"9","background","2025-06-10T12:18:06.493913Z",1050747,"/data/upload/272/9cd6ca12-crop_1585_color0_0_0_w64_h25.png",2.734,"2025-06-10T12:18:06.493929Z"
629650,"9","leaf","2025-06-10T12:18:09.382803Z",1050748,"/data/upload/272/b6d4ac06-crop_1102_color0_0_0_w51_h59.png",2.603,"2025-06-10T12:18:09.382822Z"
629651,"9","leaf","2025-06-10T12:18:11.007762Z",1050749,"/data/upload/272/eafdd79e-crop_2165_color0_0_0_w40_h45.png",1.377,"2025-06-10T12:18:11.007776Z"
629652,"9","obstacle","2025-06-10T12:18:13.273318Z",1050750,"/data/upload/272/01f75ee1-crop_0764_color0_0_0_w87_h66.png",1.995,"2025-06-10T12:18:13.273335Z"
629653,"9","not_sure","2025-06-10T12:18:14.748019Z",1050751,"/data/upload/272/7da932bb-crop_1772_color100_100_100_w105_h50.png",1.333,"2025-06-10T12:18:14.748040Z"
629654,"9","leaf","2025-06-10T12:18:16.308339Z",1050752,"/data/upload/272/26a62c94-crop_1811_color0_0_0_w54_h44.png",1.397,"2025-06-10T12:18:16.308353Z"
629655,"9","leaf","2025-06-10T12:18:17.513159Z",1050753,"/data/upload/272/a9083080-crop_2364_color0_0_0_w100_h74.png",1.056,"2025-06-10T12:18:17.513178Z"
629656,"9","leaf","2025-06-10T12:18:18.903134Z",1050754,"/data/upload/272/90144d78-crop_2830_color0_0_0_w98_h39.png",1.03,"2025-06-10T12:18:18.903148Z"
629657,"9","not_sure","2025-06-10T12:18:20.204620Z",1050755,"/data/upload/272/40ce97ce-crop_3625_color0_0_0_w40_h37.png",1.125,"2025-06-10T12:18:20.204640Z"
629658,"9","not_sure","2025-06-10T12:18:21.439399Z",1050756,"/data/upload/272/5c92a40a-crop_1226_color100_100_100_w42_h34.png",1.085,"2025-06-10T12:18:21.439413Z"
629659,"9","not_sure","2025-06-10T12:18:23.089100Z",1050757,"/data/upload/272/ef149b96-crop_0487_color0_0_0_w32_h38.png",1.382,"2025-06-10T12:18:23.089115Z"
629660,"9","obstacle","2025-06-10T12:18:26.698704Z",1050758,"/data/upload/272/3b61096a-crop_2363_color0_0_0_w60_h62.png",3.34,"2025-06-10T12:18:26.698733Z"
629661,"9","grass","2025-06-10T12:18:30.073190Z",1050759,"/data/upload/272/e42353a6-crop_0771_color0_0_0_w84_h52.png",3.131,"2025-06-10T12:18:30.073211Z"
629662,"9","not_sure","2025-06-10T12:18:31.603790Z",1050760,"/data/upload/272/c8aa45e7-crop_3353_color0_0_0_w46_h24.png",1.179,"2025-06-10T12:18:31.603805Z"
629663,"9","obstacle","2025-06-10T12:18:33.327273Z",1050761,"/data/upload/272/8d42191d-crop_3852_color0_0_0_w91_h26.png",1.443,"2025-06-10T12:18:33.327288Z"
629664,"9","not_sure","2025-06-10T12:18:34.483650Z",1050762,"/data/upload/272/a66f858d-crop_2955_color100_100_100_w36_h35.png",0.999,"2025-06-10T12:18:34.483672Z"
629665,"9","obstacle","2025-06-10T12:18:36.340268Z",1050763,"/data/upload/272/b3f04df8-crop_1932_color0_0_0_w60_h41.png",1.671,"2025-06-10T12:18:36.340286Z"
629666,"9","not_sure","2025-06-10T12:18:40.508057Z",1050764,"/data/upload/272/78221574-crop_2715_color0_0_0_w82_h14.png",3.834,"2025-06-10T12:18:40.508071Z"
629667,"9","obstacle","2025-06-10T12:18:42.352638Z",1050765,"/data/upload/272/f457120f-crop_1857_color0_0_0_w45_h56.png",1.502,"2025-06-10T12:18:42.352652Z"
629668,"9","not_sure","2025-06-10T12:18:43.503516Z",1050766,"/data/upload/272/a1b419df-crop_0785_color100_100_100_w52_h33.png",0.887,"2025-06-10T12:18:43.503530Z"
629669,"9","not_sure","2025-06-10T12:18:57.931183Z",1050767,"/data/upload/272/9e7c21f9-crop_3667_color0_0_0_w44_h29.png",14.219,"2025-06-10T12:18:57.931202Z"
629670,"9","obstacle","2025-06-10T12:18:59.918247Z",1050768,"/data/upload/272/654d7209-crop_0974_color0_0_0_w39_h36.png",1.635,"2025-06-10T12:18:59.918260Z"
629671,"9","not_sure","2025-06-10T12:19:01.339303Z",1050769,"/data/upload/272/52cac092-crop_3756_color100_100_100_w42_h26.png",1.112,"2025-06-10T12:19:01.339322Z"
629672,"9","not_sure","2025-06-10T12:19:02.743651Z",1050770,"/data/upload/272/1acddc3d-crop_3849_color0_0_0_w48_h28.png",1.06,"2025-06-10T12:19:02.743669Z"
629673,"9","grass","2025-06-10T12:19:05.295381Z",1050771,"/data/upload/272/47cea947-crop_2022_color0_0_0_w58_h57.png",2.298,"2025-06-10T12:19:05.295399Z"
629674,"9","obstacle","2025-06-10T12:19:07.166790Z",1050772,"/data/upload/272/51caebe6-crop_1910_color0_0_0_w57_h43.png",1.594,"2025-06-10T12:19:07.166804Z"
629675,"9","soil","2025-06-10T12:19:09.020431Z",1050773,"/data/upload/272/d8b520cf-crop_0336_color100_100_100_w116_h60.png",1.709,"2025-06-10T12:19:09.020446Z"
629676,"9","not_sure","2025-06-10T12:19:10.228548Z",1050774,"/data/upload/272/a8a4f248-crop_3504_color100_100_100_w49_h25.png",1.059,"2025-06-10T12:19:10.228562Z"
629677,"9","leaf","2025-06-10T12:19:12.103656Z",1050775,"/data/upload/272/534abda1-crop_1589_color0_0_0_w102_h58.png",1.722,"2025-06-10T12:19:12.103671Z"
629678,"9","obstacle","2025-06-10T12:19:13.504360Z",1050776,"/data/upload/272/1806977b-crop_3087_color0_0_0_w76_h22.png",1.096,"2025-06-10T12:19:13.504378Z"
629679,"9","not_sure","2025-06-10T12:19:15.206197Z",1050777,"/data/upload/272/d71a4601-crop_2292_color100_100_100_w31_h34.png",1.494,"2025-06-10T12:19:15.206214Z"
629680,"9","grass","2025-06-10T12:19:21.004413Z",1050778,"/data/upload/272/4fff2c84-crop_1169_color0_0_0_w29_h78.png",5.579,"2025-06-10T12:19:21.004435Z"
629681,"9","not_sure","2025-06-10T12:19:22.917113Z",1050779,"/data/upload/272/a7f25d0f-crop_0601_color0_0_0_w86_h34.png",1.588,"2025-06-10T12:19:22.917133Z"
629682,"9","not_sure","2025-06-10T12:19:24.464784Z",1050780,"/data/upload/272/9489e039-crop_3716_color0_0_0_w65_h13.png",1.312,"2025-06-10T12:19:24.464805Z"
629683,"9","grass","2025-06-10T12:19:26.193801Z",1050781,"/data/upload/272/5376b196-crop_4016_color100_100_100_w47_h44.png",1.497,"2025-06-10T12:19:26.193817Z"
629684,"9","not_sure","2025-06-10T12:19:27.400119Z",1050782,"/data/upload/272/67f1e5ae-crop_0517_color100_100_100_w57_h15.png",0.959,"2025-06-10T12:19:27.400135Z"
629685,"9","grass","2025-06-10T12:19:29.829146Z",1050783,"/data/upload/272/f2de1756-crop_3671_color100_100_100_w105_h54.png",2.145,"2025-06-10T12:19:29.829167Z"
629686,"9","not_sure","2025-06-10T12:19:31.139810Z",1050784,"/data/upload/272/a9edabec-crop_2594_color0_0_0_w82_h21.png",1.017,"2025-06-10T12:19:31.139833Z"
629687,"9","not_sure","2025-06-10T12:19:32.434886Z",1050786,"/data/upload/272/f29d2517-crop_0275_color0_0_0_w59_h32.png",1.133,"2025-06-10T12:19:32.434902Z"
629688,"9","grass","2025-06-10T12:19:34.158983Z",1050789,"/data/upload/272/4c3c35e8-crop_2653_color0_0_0_w51_h33.png",1.566,"2025-06-10T12:19:34.159004Z"
629689,"9","leaf","2025-06-10T12:19:35.636174Z",1050790,"/data/upload/272/b4290a36-crop_3385_color0_0_0_w48_h69.png",1.239,"2025-06-10T12:19:35.636195Z"
629690,"9","grass","2025-06-10T12:19:37.576259Z",1050791,"/data/upload/272/a90c3fdf-crop_2247_color0_0_0_w109_h10.png",1.756,"2025-06-10T12:19:37.576274Z"
629691,"9","not_sure","2025-06-10T12:19:38.943765Z",1050792,"/data/upload/272/c0c3648a-crop_0200_color100_100_100_w46_h39.png",1.093,"2025-06-10T12:19:38.943786Z"
629692,"9","not_sure","2025-06-10T12:19:40.516923Z",1050793,"/data/upload/272/92f46d03-crop_3123_color0_0_0_w98_h21.png",1.308,"2025-06-10T12:19:40.516937Z"
629693,"9","leaf","2025-06-10T12:19:41.998415Z",1050794,"/data/upload/272/c3a20743-crop_0333_color0_0_0_w146_h60.png",1.213,"2025-06-10T12:19:41.998436Z"
629694,"9","obstacle","2025-06-10T12:19:44.255001Z",1050795,"/data/upload/272/c533dfa9-crop_1448_color0_0_0_w50_h56.png",1.938,"2025-06-10T12:19:44.255016Z"
629695,"9","leaf","2025-06-10T12:19:47.100066Z",1050796,"/data/upload/272/9b42741c-crop_2713_color0_0_0_w41_h40.png",2.561,"2025-06-10T12:19:47.100097Z"
629696,"9","grass","2025-06-10T12:19:50.856335Z",1050797,"/data/upload/272/33788111-crop_0466_color100_100_100_w70_h48.png",3.531,"2025-06-10T12:19:50.856355Z"
629697,"9","leaf","2025-06-10T12:19:52.491612Z",1050798,"/data/upload/272/025aef77-crop_2648_color0_0_0_w74_h22.png",1.458,"2025-06-10T12:19:52.491629Z"
629698,"9","grass","2025-06-10T12:19:53.833174Z",1050799,"/data/upload/272/7e023cfa-crop_3897_color0_0_0_w152_h151.png",3.036,"2025-06-10T12:19:59.160856Z"
629699,"9","grass","2025-06-10T12:20:03.617733Z",1050800,"/data/upload/272/af56f8b0-crop_3780_color0_0_0_w42_h38.png",2.223,"2025-06-10T12:20:03.617750Z"
629700,"9","background","2025-06-10T12:20:07.967303Z",1050801,"/data/upload/272/b5d79484-crop_0087_color0_0_0_w128_h43.png",4.14,"2025-06-10T12:20:07.967317Z"
629701,"9","obstacle","2025-06-10T12:20:10.031912Z",1050802,"/data/upload/272/be0351c5-crop_2101_color0_0_0_w112_h23.png",1.801,"2025-06-10T12:20:10.031931Z"
629702,"9","not_sure","2025-06-10T12:20:11.321847Z",1050803,"/data/upload/272/859abd39-crop_2233_color0_0_0_w36_h32.png",1.126,"2025-06-10T12:20:11.321870Z"
629703,"9","not_sure","2025-06-10T12:20:13.018014Z",1050804,"/data/upload/272/049e25a9-crop_3745_color0_0_0_w63_h23.png",1.392,"2025-06-10T12:20:13.018032Z"
629704,"9","not_sure","2025-06-10T12:20:14.310936Z",1050805,"/data/upload/272/40f44bb5-crop_2062_color100_100_100_w108_h32.png",0.953,"2025-06-10T12:20:14.310953Z"
629705,"9","soil","2025-06-10T12:20:16.231647Z",1050806,"/data/upload/272/2453aa40-crop_1526_color100_100_100_w109_h33.png",1.65,"2025-06-10T12:20:16.231677Z"
629706,"9","not_sure","2025-06-10T12:20:17.806700Z",1050807,"/data/upload/272/a89c1269-crop_0916_color100_100_100_w36_h29.png",1.382,"2025-06-10T12:20:17.806720Z"
629707,"9","not_sure","2025-06-10T12:20:18.983577Z",1050808,"/data/upload/272/b616af41-crop_2249_color100_100_100_w28_h23.png",0.927,"2025-06-10T12:20:18.983594Z"
629708,"9","not_sure","2025-06-10T12:20:20.152630Z",1050810,"/data/upload/272/a30dcf45-crop_2908_color100_100_100_w46_h28.png",0.877,"2025-06-10T12:20:20.152652Z"
629709,"9","not_sure","2025-06-10T12:20:22.013430Z",1050812,"/data/upload/272/4b76abd8-crop_2745_color0_0_0_w88_h18.png",1.604,"2025-06-10T12:20:22.013447Z"
629710,"9","not_sure","2025-06-10T12:20:23.238424Z",1050815,"/data/upload/272/0330ffd8-crop_0482_color100_100_100_w37_h21.png",1.053,"2025-06-10T12:20:23.238443Z"
629711,"9","not_sure","2025-06-10T12:20:24.486466Z",1050816,"/data/upload/272/6ae9fcac-crop_1052_color100_100_100_w40_h18.png",0.796,"2025-06-10T12:20:24.486481Z"
629712,"9","not_sure","2025-06-10T12:20:25.557725Z",1050817,"/data/upload/272/7f4d2039-crop_2681_color100_100_100_w34_h35.png",0.85,"2025-06-10T12:20:25.557751Z"
629713,"9","leaf","2025-06-10T12:20:27.454291Z",1050819,"/data/upload/272/acad9643-crop_0284_color0_0_0_w79_h28.png",1.596,"2025-06-10T12:20:27.454306Z"
629714,"9","obstacle","2025-06-10T12:20:29.066132Z",1050820,"/data/upload/272/0a9fba2e-crop_0772_color0_0_0_w84_h19.png",1.268,"2025-06-10T12:20:29.066147Z"
629715,"9","obstacle","2025-06-10T12:20:30.687521Z",1050821,"/data/upload/272/79bf3053-crop_0371_color0_0_0_w43_h38.png",1.375,"2025-06-10T12:20:30.687536Z"
629716,"9","obstacle","2025-06-10T12:20:32.147137Z",1050822,"/data/upload/272/4638a878-crop_1466_color0_0_0_w69_h12.png",1.195,"2025-06-10T12:20:32.147151Z"
629717,"9","not_sure","2025-06-10T12:20:34.299916Z",1050823,"/data/upload/272/10e0079b-crop_0735_color0_0_0_w50_h35.png",1.991,"2025-06-10T12:20:34.299930Z"
629718,"9","not_sure","2025-06-10T12:20:37.885724Z",1050824,"/data/upload/272/dafe1bc0-crop_3451_color0_0_0_w52_h37.png",3.338,"2025-06-10T12:20:37.885750Z"
629719,"9","not_sure","2025-06-10T12:20:40.220244Z",1050825,"/data/upload/272/5ccde825-crop_0762_color0_0_0_w52_h36.png",1.998,"2025-06-10T12:20:40.220262Z"
629720,"9","leaf","2025-06-10T12:20:42.079318Z",1050826,"/data/upload/272/6f71ab0e-crop_1373_color0_0_0_w102_h60.png",1.599,"2025-06-10T12:20:42.079330Z"
629721,"9","not_sure","2025-06-10T12:20:43.327063Z",1050827,"/data/upload/272/0503d820-crop_1255_color100_100_100_w110_h36.png",1.003,"2025-06-10T12:20:43.327080Z"
629722,"9","soil","2025-06-10T12:20:45.627374Z",1050828,"/data/upload/272/a4b76f4c-crop_2296_color100_100_100_w126_h51.png",2.107,"2025-06-10T12:20:45.627396Z"
